CustomerID,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,GeographyKey,DemographicsKey,ContractKey
5562-YJQGT,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,35.1,No,0,40,3746,N/A,777,9,4
8807-OPMBM,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.65,1388.0,No,0,42,4466,N/A,1237,3,17
5439-WIKXB,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,94.55,3851.45,No,0,45,4914,N/A,470,13,2
8294-UIMBA,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,94.4,2638.1,No,0,68,4584,N/A,471,9,9
8109-YUOHE,17,Yes,No,DSL,Yes,Yes,No,No,No,No,56.1,946.95,No,0,56,5025,N/A,472,1,15
5840-NVDCG,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,68.25,1114.85,No,0,43,3559,N/A,473,3,21
8092-NLTGF,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.75,1777.6,No,0,35,5398,N/A,474,1,21
5928-QLDHB,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,76.25,684.85,No,0,62,2062,N/A,1170,1,2
9840-EFJQB,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,74.35,74.35,No,0,80,4237,N/A,475,9,6
0696-UKTOX,23,Yes,No,DSL,No,Yes,No,Yes,No,No,54.15,1312.45,No,0,80,2496,N/A,1171,4,6
4801-KFYKL,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.45,159.2,No,0,20,4119,N/A,476,4,10
3472-OAOOR,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,34.95,610.2,No,0,79,3422,N/A,50,7,1
6135-OZQVA,7,Yes,Yes,DSL,Yes,No,No,No,No,No,53.65,404.35,No,0,51,4389,N/A,51,9,2
2252-JHJGE,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,104.0,6363.45,No,0,22,4344,N/A,52,1,18
4188-PCPIG,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,70.35,4124.65,No,0,32,5779,N/A,1172,5,17
7105-BENQF,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,64.85,950.75,No,0,51,4442,N/A,779,4,15
7721-DVEKZ,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,19.65,No,0,73,4639,N/A,1173,9,5
3566-VVORZ,12,Yes,No,DSL,No,No,No,No,No,No,45.9,505.95,No,0,60,5790,N/A,478,5,10
9507-HSMMZ,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.0,1149.65,No,0,41,6094,N/A,1174,1,11
2480-SQIOB,4,Yes,No,DSL,No,No,No,No,No,No,44.8,169.65,No,0,63,2114,N/A,1238,7,6
7813-TKCVO,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,393.15,No,0,57,4390,N/A,1239,5,15
0128-MKWSG,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,45.8,1147.0,No,0,45,3287,N/A,53,2,5
4350-ZTLPI,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.95,5718.2,No,0,36,4163,N/A,781,5,9
0361-HJRDX,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,64.35,4539.6,No,0,40,4146,N/A,782,9,22
5727-MYATE,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,90.8,6397.6,No,0,46,5028,N/A,1240,7,17
3823-KYNQY,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.95,280.4,No,0,71,4443,N/A,1241,1,12
7570-WELNY,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,84.7,5711.05,No,0,41,5520,N/A,479,5,8
3021-VLNRJ,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,70.8,3478.15,No,0,34,4798,N/A,1242,2,19
2080-CAZNM,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.4,4133.95,No,0,61,4477,N/A,480,14,2
1028-FFNJK,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,101.5,2917.65,No,0,73,4828,N/A,56,13,2
6907-FLBER,1,Yes,Yes,DSL,No,Yes,No,No,No,No,54.3,54.3,No,0,78,3259,N/A,1243,1,6
3001-UNBTL,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,103.95,2964.8,No,0,58,3733,N/A,1244,16,2
5982-PSMKW,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,91.1,2198.3,No,0,71,5991,N/A,57,3,17
3507-GASNP,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.95,1189.9,No,0,74,5316,N/A,1245,4,11
7096-ZNBZI,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.45,1914.5,No,0,55,5534,N/A,1246,5,22
1676-MQAOA,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,75.1,5336.35,No,0,55,6284,N/A,481,1,8
0786-IVLAW,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,108.1,7238.6,No,0,20,4722,N/A,784,14,13
7566-DSRLQ,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.15,7998.8,No,0,70,5065,N/A,1247,5,14
7245-JMTTQ,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,111.5,5703.25,No,0,47,4363,N/A,1248,9,16
6050-IJRHS,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,106.5,7397.0,No,0,41,6319,N/A,1249,3,16
6202-JVYEU,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.9,164.6,No,0,31,3643,N/A,482,1,16
8591-TKMZH,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,111.1,6555.2,No,0,76,4952,N/A,483,7,24
0734-OXWBT,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,70.7,225.65,No,0,56,2584,N/A,59,4,5
4282-ACRXS,38,No,No phone service,DSL,No,No,No,No,No,No,24.85,955.75,No,0,33,3511,N/A,60,13,2
0365-TRTPY,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,91.2,3382.3,No,0,44,5135,N/A,1250,9,10
7349-ALMUX,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,65.6,2313.8,No,0,27,3183,N/A,1175,1,21
6502-KUGLL,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,59.45,780.85,No,0,26,5723,N/A,62,3,10
1841-YSJGV,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,109.95,7852.4,No,0,59,6258,N/A,1176,8,17
3511-BFTJW,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,38.5,2763.0,No,0,58,4710,N/A,1177,7,22
7668-XCFYV,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,92.55,1614.7,No,0,23,3689,N/A,785,15,2
5018-HEKFO,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.5,270.15,No,0,78,5594,N/A,65,9,1
2923-ARZLG,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.7,0.0,No,0,69,4890,N/A,1251,7,20
3976-NLDEZ,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.6,20.6,No,0,52,5370,N/A,786,1,5
2282-YGNOR,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,58.0,1734.5,No,0,63,2810,N/A,484,9,12
5336-UFNZP,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,107.45,7047.5,No,0,32,6211,N/A,1252,10,16
6854-EXGSF,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,65.5,573.15,No,0,38,3033,N/A,1253,9,3
1241-EZFMJ,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.45,1538.6,No,0,41,6015,N/A,485,8,21
9233-PSYHO,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.15,4459.8,No,0,21,2636,N/A,66,14,9
5376-PCKNB,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.45,7459.0,No,0,29,4750,N/A,1178,7,19
8044-BGWPI,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.15,306.05,No,0,40,5209,N/A,67,7,2
4060-LDNLU,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,96.2,639.7,No,0,38,4329,N/A,1254,1,6
3589-PPVKW,9,Yes,No,DSL,No,No,No,No,No,No,44.4,348.15,No,0,31,5457,N/A,68,1,1
5887-IKKYO,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,94.35,5563.65,No,0,49,4777,N/A,69,7,21
1755-RMCXH,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.3,40.25,No,0,38,5113,N/A,71,7,5
3858-XHYJO,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,105.75,4228.55,No,0,41,4078,N/A,1179,5,13
4299-SIMNS,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,81.15,784.45,No,0,68,4544,N/A,1255,1,2
7025-IWFHT,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,89.55,3729.75,No,0,66,5549,N/A,1256,1,16
6261-LHRTG,26,Yes,No,DSL,No,Yes,Yes,No,No,No,54.75,1406.9,No,0,23,4020,N/A,1257,9,7
7841-FCRQD,33,Yes,No,DSL,No,Yes,No,Yes,No,No,53.75,1857.3,No,0,49,3160,N/A,486,5,19
2056-EVGZL,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,105.75,7322.5,No,0,39,4437,N/A,788,7,12
8777-MBMTS,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,105.85,6725.5,No,0,80,4872,N/A,72,15,17
7753-USQYQ,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,64.2,3627.3,No,0,40,5151,N/A,1180,1,16
7661-CPURM,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,87.7,1725.95,No,0,78,4446,N/A,73,1,19
6233-HXJMX,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,89.3,4192.15,No,0,32,5470,N/A,74,9,7
5902-WBLSE,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,1411.2,No,0,67,5219,N/A,75,3,17
3239-TPHPZ,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,264.55,No,0,74,5453,N/A,487,5,14
5115-GZDEL,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,67.2,4671.7,No,0,25,5592,N/A,1258,4,22
3338-CVVEH,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,94.55,1173.55,No,0,25,5674,N/A,1259,1,6
2615-YVMYX,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,107.5,7713.55,No,0,64,5775,N/A,488,13,2
2851-STERV,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,73.0,2471.25,No,0,59,2715,N/A,1260,6,16
4393-GEADV,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.75,7842.3,No,0,72,5035,N/A,489,7,22
8486-AYEQH,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,76.05,2227.8,No,0,63,2421,N/A,77,9,2
5419-JKZNQ,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,77.9,2351.45,No,0,49,2009,N/A,1261,13,5
2495-KZNFB,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,90.65,2989.6,No,0,44,4460,N/A,790,9,2
1409-PHXTF,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.45,6077.75,No,0,77,4425,N/A,1262,13,14
4560-WQAQW,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,68.7,4070.95,No,0,29,4244,N/A,79,9,13
9591-YVTEB,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,44.85,2479.05,No,0,49,5829,N/A,1263,6,2
9309-BZGNT,69,No,No phone service,DSL,No,No,Yes,No,No,No,29.8,2134.3,No,0,43,5681,N/A,1264,13,19
4274-DRSQT,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,88.9,6000.1,No,0,27,5868,N/A,1265,9,9
2027-DNKIV,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,58.75,2203.1,No,0,31,3483,N/A,1181,7,20
8075-GXIUB,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.85,183.15,No,0,59,5601,N/A,791,13,12
2885-HIJDH,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,86.9,6194.1,No,0,49,4667,N/A,1266,7,21
5424-RLQLC,10,Yes,No,DSL,No,Yes,No,No,Yes,No,59.65,638.95,No,0,20,2385,N/A,491,1,1
6507-DTJZV,13,Yes,No,DSL,No,No,No,No,Yes,Yes,66.4,831.75,No,0,43,3660,N/A,492,4,4
7673-BQGKU,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,1337.5,No,0,23,4554,N/A,81,3,21
6723-WSNTY,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.1,7181.95,No,0,35,5360,N/A,82,15,19
2725-IWWBA,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,56.9,2560.1,No,0,44,4258,N/A,83,7,15
1061-PNTHC,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,109.6,5953.0,No,0,67,5012,N/A,493,3,1
0394-YONDK,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.15,1790.15,No,0,39,5114,N/A,1267,7,22
6574-MCOEH,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,79.15,2531.4,No,0,73,3555,N/A,494,3,16
7399-QHBJS,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,66.75,4760.3,No,0,65,6063,N/A,1182,3,22
0997-YTLNY,19,Yes,No,DSL,No,No,No,Yes,No,No,48.8,953.65,No,0,74,3749,N/A,84,2,5
9479-HYNYL,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,80.7,5705.05,No,0,24,5617,N/A,495,5,17
9708-KFDBY,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.55,20.55,No,0,28,4801,N/A,1268,1,4
3642-GKTCT,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.1,6993.65,No,0,53,4785,N/A,85,9,20
0774-RMNUW,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,59.7,4122.65,No,0,63,6420,N/A,86,3,21
1334-PDUKM,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,86.45,5762.95,No,0,39,4480,N/A,87,5,12
0756-MPZRL,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,33.7,1537.85,No,0,22,3007,N/A,88,1,12
2242-MFOTG,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,80.1,2603.3,No,0,54,3957,N/A,1183,1,13
2927-CVULT,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,104.05,5566.4,No,0,43,4190,N/A,497,3,8
2144-BFDSO,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,108.75,5431.9,No,0,54,5211,N/A,89,15,10
8745-PVESG,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,41.1,2258.25,No,0,41,5281,N/A,1269,9,19
7647-GYYKX,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,1092.35,No,0,79,5646,N/A,498,3,8
5647-FXOTP,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.9,6401.25,No,0,40,5084,N/A,1270,15,2
9700-ISPUP,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,65.5,616.9,No,0,44,3137,N/A,90,3,2
9839-ETQOE,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,40.45,1912.85,No,0,72,3176,N/A,500,4,2
6078-VESFR,13,Yes,No,Fiber optic,No,No,No,No,No,No,70.45,849.1,No,0,53,5225,N/A,793,13,10
9027-TMATR,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,78.8,3460.3,No,0,24,3972,N/A,1271,5,14
1941-HOSAM,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,90.1,90.1,No,0,47,4142,N/A,501,7,2
9110-HSGTV,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,82.45,5555.3,No,0,80,4631,N/A,502,9,17
0704-VCUMB,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.25,1278.8,No,0,55,5974,N/A,91,5,22
6171-ZTVYB,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,66.25,2907.35,No,0,29,2168,N/A,92,8,10
1935-IMVBB,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.7,4952.95,No,0,49,5955,N/A,1272,8,5
2535-PBCGC,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,64.55,4504.9,No,0,30,4858,N/A,94,5,21
1470-PSXNM,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,93.65,4520.15,No,0,65,5542,N/A,504,7,16
2498-XLDZR,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,73.6,2316.85,No,0,42,4343,N/A,794,3,11
9866-OCCKE,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,109.75,8075.35,No,0,34,6010,N/A,1184,15,24
5338-YHWYT,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,61.45,2302.35,No,0,77,5447,N/A,505,4,22
7718-UPSKJ,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,106.4,7251.9,No,0,26,4328,N/A,95,5,19
8731-WBBMB,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,81.9,2078.55,No,0,55,3350,N/A,506,5,10
1448-CYWKC,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.2,6225.4,No,0,59,4605,N/A,507,3,19
7901-IIDQV,24,Yes,Yes,DSL,No,No,No,Yes,No,No,54.6,1242.25,No,0,51,3398,N/A,795,1,13
2690-DVRVK,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.55,99.45,No,0,54,3629,N/A,796,7,18
1270-XKUCC,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.7,599.25,No,0,38,5045,N/A,96,3,11
0334-ZFJSR,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,66.05,3462.1,No,0,68,5501,N/A,1185,5,19
5583-EJXRD,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,54.05,2375.2,No,0,68,4896,N/A,798,7,17
4565-EVZMJ,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,58.9,2813.05,No,0,40,5774,N/A,799,9,20
3327-YBAKM,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,96.9,6314.35,No,0,55,5369,N/A,1273,5,20
9441-QHEVC,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.1,19.1,No,0,30,2091,N/A,508,1,5
6705-LNMDD,20,Yes,No,DSL,No,No,No,Yes,No,No,50.0,1003.05,No,0,46,5741,N/A,98,1,5
2580-ASVVY,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,45.4,1593.1,No,0,33,4051,N/A,801,5,23
3370-GQEAL,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,85.45,2509.95,No,0,21,3409,N/A,99,7,6
5032-USPKF,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,84.1,3187.65,No,0,78,2604,N/A,1274,9,13
4254-QPEDE,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,66.25,3330.1,No,0,23,4275,N/A,509,5,22
6283-GITPX,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,76.9,5522.7,No,0,26,4633,N/A,1186,4,17
0771-CHWSK,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,74.6,4798.4,No,0,78,4838,N/A,802,1,17
9788-HNGUT,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.95,8594.4,No,0,78,5949,N/A,1187,8,17
9495-REDIY,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,40.65,970.55,No,0,29,5079,N/A,803,4,19
5375-XLDOF,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.35,7665.8,No,0,51,6082,N/A,1188,7,8
1172-VIYBP,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,69.7,3686.05,No,0,22,4975,N/A,1275,7,21
6559-PDZLR,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,98.65,2537.0,No,0,62,4191,N/A,510,1,2
8992-OBVDG,21,Yes,No,DSL,No,No,Yes,No,No,Yes,61.65,1393.6,No,0,63,2926,N/A,102,1,5
4273-MBHYA,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.35,89.35,No,0,38,2432,N/A,804,2,2
4724-WXVWF,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,95.4,4445.3,No,0,33,4334,N/A,1276,1,2
5701-GUXDC,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,35.4,978.6,No,0,29,2519,N/A,1189,5,12
1460-UZPRJ,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.95,1258.15,No,0,72,5971,N/A,511,8,11
6082-GLJIX,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.25,331.35,No,0,22,4769,N/A,103,1,5
2495-TTHBQ,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.4,84.75,No,0,24,5602,N/A,512,2,20
0485-ZBSLN,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.75,1715.1,No,0,39,6263,N/A,1277,7,22
3810-PJUHR,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.35,1715.15,No,0,69,6059,N/A,1278,7,11
0847-HGRML,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.0,1250.1,No,0,37,4402,N/A,105,4,21
8232-CTLKO,66,Yes,No,DSL,Yes,No,No,No,Yes,No,59.75,3996.8,No,0,80,5979,N/A,106,3,14
9227-YBAXE,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,82.5,5215.1,No,0,26,5314,N/A,1279,3,8
9860-LISIZ,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,673.2,No,0,68,2864,N/A,1190,9,5
0112-QAWRZ,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,90.8,1442.2,No,0,66,5560,N/A,1280,7,3
2786-GCDPI,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.95,5222.35,No,0,39,5570,N/A,1281,14,2
4043-MKDTV,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,105.25,7291.75,No,0,31,6319,N/A,513,8,14
9229-RQABD,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.75,424.5,No,0,70,3076,N/A,1282,1,15
8313-KTIHG,4,Yes,No,DSL,No,No,No,Yes,Yes,No,61.3,249.4,No,0,58,5281,N/A,806,1,2
5320-BRKGK,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,75.8,4415.75,No,0,62,4292,N/A,514,3,11
6284-KMNUF,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,98.0,5270.6,No,0,25,4615,N/A,807,5,16
6229-UOLQL,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,52.0,2884.9,No,0,55,5845,N/A,808,7,20
3137-LUPIX,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,64.4,253.0,No,0,61,3334,N/A,1283,9,1
6143-JQKEA,10,Yes,No,DSL,No,No,No,No,No,No,45.8,436.2,No,0,80,5586,N/A,109,1,7
8676-OOQEJ,4,No,No phone service,DSL,No,No,No,Yes,No,No,30.5,118.4,No,0,29,3030,N/A,516,1,6
9701-CDXHR,51,Yes,No,Fiber optic,No,No,No,No,No,No,69.15,3649.6,No,0,55,5187,N/A,110,5,5
8124-NZVGJ,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,49.25,255.6,No,0,52,2979,N/A,519,9,20
2162-FRZAA,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,39.35,2395.05,No,0,24,5374,N/A,1284,7,21
5118-MUEYH,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,105.1,5083.55,No,0,42,3109,N/A,1285,5,7
5627-TVBPP,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,644.5,No,0,72,3726,N/A,1286,2,19
3936-QQFLL,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.75,39.3,No,0,67,4064,N/A,811,1,5
2589-AYCRP,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.75,989.05,No,0,71,4934,N/A,520,9,13
4067-HLYQI,33,Yes,No,Fiber optic,No,No,No,No,No,No,70.4,2406.1,No,0,29,4860,N/A,521,9,3
5124-EOGYE,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.45,638.55,No,0,35,2598,N/A,111,1,11
5057-RKGLH,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,191.1,No,0,70,5352,N/A,112,3,11
0292-WEGCH,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,86.2,4524.05,No,0,45,6275,N/A,1287,3,2
8910-ICHIU,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,95.65,4664.2,No,0,54,4727,N/A,1288,9,19
4097-YODCF,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,103.8,3470.8,No,0,78,5382,N/A,522,4,16
9715-WZCLW,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,97.2,6910.3,No,0,43,4603,N/A,1289,7,14
9786-YWNHU,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,63.55,4014.2,No,0,48,5733,N/A,812,3,11
6407-GSJNL,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.95,1288.0,No,0,77,5458,N/A,523,9,21
4049-ZPALD,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,99.0,6375.8,No,0,68,5483,N/A,1290,5,8
3733-UOCWF,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,85.55,5251.75,No,0,62,4845,N/A,1291,13,9
